"source_path"	"line"	"level"	"heading"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"309"	"3"	"12. 行业认知与敬畏之心"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"315"	"2"	"四、课堂问答（Q&A）"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"317"	"3"	"Q1：硬件光追发展这么快，Lumen 还做一整套基于 SDF 的软件光追，未来引擎里软件光追和硬件光追是不是都必须？"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"323"	"3"	"Q2：Lumen 系统这么复杂，是不是很难维护？要不要开发一个类似的系统？"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"329"	"3"	"Q3：实时动态 GI 会不会成为下一代 3A 游戏的标配？"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"337"	"2"	"五、课程收尾与预告"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"1"	"1"	"GPU 驱动的几何管线与 Nanite 技术：从传统渲染瓶颈到 Cluster Based Rendering 与 Visibility Buffer"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"5"	"2"	"一、 核心知识点与原理剖析"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"7"	"3"	"1. 传统渲染管线（Traditional Rendering Pipeline）的瓶颈"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"15"	"3"	"2. GPU Driven Rendering：从 Draw Primitive 到一次 Draw Call"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"26"	"3"	"3. Cluster Based Rendering：刺客信条大革命的革命性方案"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"48"	"3"	"4. Occlusion Culling（遮挡剔除）"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"66"	"3"	"5. Shadow Map 的高效生成与 Shadow Caster 剔除"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"81"	"3"	"6. Visibility Buffer 渲染管线"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"106"	"3"	"7. Nanite 的两个前导知识点总结"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"115"	"2"	"二、 重点术语与概念解析"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"117"	"3"	"1. Draw Call / Draw Primitive"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"121"	"3"	"2. Indirect Draw / Multi-Draw Indirect"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"125"	"3"	"3. Compute Shader（计算着色器）"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"129"	"3"	"4. Cluster / Chunk / Cluster Group"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"133"	"3"	"5. Wave / Wavefront / Warp"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"137"	"3"	"6. Index Buffer Compaction（索引缓冲压缩）"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"141"	"3"	"7. HZB（Hierarchical Z-Buffer，层次 Z 缓冲）"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"145"	"3"	"8. Two-Pass Occlusion Culling（二次遮挡剔除）"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"149"	"3"	"9. GBuffer / Fat GBuffer"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"153"	"3"	"10. Visibility Buffer（可见性缓冲）"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"157"	"3"	"11. Geometry Reconstruction（几何重建）"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"161"	"3"	"12. Z-Fighting（深度冲突）"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"165"	"3"	"13. Virtual Geometry（虚拟几何）"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"169"	"3"	"14. Overdraw（过度绘制）"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"173"	"3"	"15. LOD（Level of Detail，细节层次）"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"177"	"3"	"16. Mipmap / Trilinear Filtering"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"183"	"2"	"三、 工程经验与避坑指南"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"185"	"3"	"1. 渲染顺序的确定性（Deterministic）与 Z-Fighting"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"189"	"3"	"2. Occlusion Culling 缺失是常见性能 Bug"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"193"	"3"	"3. Cache Miss 的测量与性能分析"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"197"	"3"	"4. 算力增长快于带宽：架构选择会放大差距"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"201"	"3"	"5. Visibility Buffer 的工程细节"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"205"	"3"	"6. GPU Driven 对游戏引擎整体架构的意义"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"208"	"3"	"7. 学习建议"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"214"	"2"	"四、 Q&A 环节（上一节遗留问题解答）"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"216"	"3"	"1. ECS 架构中如何处理实体被删除"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"221"	"3"	"2. 如何测量 Cache Miss"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"225"	"3"	"3. 如何给设计师一个面向数据编程的工具集"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"231"	"3"	"4. Lumen 中如何处理自发光材质"
"课程记录\Games104\28-GPU驱动几何与Nanite基础.md"	"239"	"2"	"五、 课程信息与补充说明"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"1"	"1"	"Nanite 虚拟化几何：无限精度几何的表达、渲染管线与虚拟阴影映射"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"3"	"2"	"一、核心知识点与原理剖析"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"5"	"3"	"1. Nanite 的起源与设计动机：从 Virtual Texture 到虚拟化几何"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"31"	"3"	"2. 几何表达方案的评估与三角形之选"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"62"	"3"	"3. Cluster 化几何与 View Dependent LOD Transition"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"71"	"3"	"4. 朴素 Cluster 简化方案及其缺陷（锁边问题）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"91"	"3"	"5. Cluster Group：解决锁边困境的核心结构"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"120"	"3"	"6. 层次结构的本质：DAG 而非树"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"134"	"3"	"7. 并行化 LOD Selection：从树遍历到扁平列表"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"159"	"3"	"8. BVH 加速结构：让 LOD Selection 真正可实战"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"191"	"3"	"9. 渲染：Software Rasterization 与 Visibility Buffer"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"223"	"3"	"10. 远距离渲染：Imposter"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"233"	"3"	"11. Overdraw 分析与硬件趋势"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"241"	"3"	"12. 材质渲染：从全屏深度测试到 Tiled-based 方法"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"266"	"3"	"13. 阴影：Virtual Shadow Map"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"305"	"3"	"14. 数据 Streaming 与压缩"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"324"	"2"	"二、重点术语与概念解析"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"326"	"3"	"1. Virtual Texture（虚拟纹理）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"330"	"3"	"2. Clip Map（裁剪贴图）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"334"	"3"	"3. Cluster（簇）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"338"	"3"	"4. Cluster Group（簇组）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"342"	"3"	"5. View Dependent LOD Transition（视点相关的 LOD 过渡）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"346"	"3"	"6. DAG（Directed Acyclic Graph，有向无环图）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"350"	"3"	"7. BVH（Bounding Volume Hierarchy，包围体层次结构）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"354"	"3"	"8. Error / Parent Error（误差 / 父节点误差）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"358"	"3"	"9. Cut Line（裁剪线）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"362"	"3"	"10. QEM（Quadric Error Metrics，二次误差度量）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"366"	"3"	"11. Software Rasterization（软件光栅化）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"370"	"3"	"12. InterlockedMax（原子最大操作）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"374"	"3"	"13. ddx / ddy（屏幕空间偏导数）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"378"	"3"	"14. Visibility Buffer（可见性缓冲）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"382"	"3"	"15. Early Z（提前深度测试）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"386"	"3"	"16. Skyline 算法（天际线算法）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"390"	"3"	"17. Imposter（公告板/替身）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"394"	"3"	"18. Overdraw（重复绘制/过度绘制）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"398"	"3"	"19. Material Slot（材质槽）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"402"	"3"	"20. Tiled-based Rendering（基于瓦片/分块的渲染）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"406"	"3"	"21. Indirect Draw（间接绘制）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"410"	"3"	"22. CSM（Cascade Shadow Map，级联阴影贴图）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"414"	"3"	"23. Virtual Shadow Map（VSM，虚拟阴影贴图）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"418"	"3"	"24. View Dependent Sampling（视点相关采样）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"422"	"3"	"25. Bias（阴影偏移/容错）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"426"	"3"	"26. Micro Mesh（微网格）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"430"	"3"	"27. Quantization（量化）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"434"	"3"	"28. LZ Compression（LZ 压缩）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"438"	"3"	"29. DirectStorage（直连存储）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"442"	"3"	"30. Job System / MPMC（任务系统 / 多生产者多消费者）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"446"	"3"	"31. SDF（Signed Distance Field，有向距离场）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"450"	"3"	"32. Subdivision Surface（细分曲面）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"454"	"3"	"33. Displacement Map（位移贴图）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"458"	"3"	"34. Skinned Geometry（蒙皮几何）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"462"	"3"	"35. T-junction / Crack（裂缝/裂痕）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"466"	"3"	"36. Watertight（水密性）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"472"	"2"	"三、工程经验与避坑指南"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"474"	"3"	"1. 理解 Nanite 架构的踩坑经历（课程组经验）"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"481"	"3"	"2. 误差与 LOD 切换的工程质量"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"487"	"3"	"3. 性能分析与硬件发展趋势"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"494"	"3"	"4. Virtual Shadow Map 的工程使用建议"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"499"	"3"	"5. 课程团队工程实践方法论"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"506"	"3"	"6. Q&A：课堂问答实录"
"课程记录\Games104\29-Nanite虚拟几何与虚拟阴影.md"	"518"	"3"	"7. 课程结语"
"课程记录\图形学\01-引擎架构与开发环境.md"	"1"	"1"	"游戏引擎架构、开发流程与图形学环境搭建"
"课程记录\图形学\01-引擎架构与开发环境.md"	"3"	"2"	"一、 核心知识点与原理剖析"
"课程记录\图形学\01-引擎架构与开发环境.md"	"5"	"3"	"1. 游戏引擎系统分层架构"
"课程记录\图形学\01-引擎架构与开发环境.md"	"26"	"3"	"2. 游戏开发流程与生命周期模型"
"课程记录\图形学\01-引擎架构与开发环境.md"	"41"	"3"	"3. 技术美术（TA）的职业方向细分"
"课程记录\图形学\01-引擎架构与开发环境.md"	"48"	"3"	"4. 课程大纲规划"
"课程记录\图形学\01-引擎架构与开发环境.md"	"54"	"2"	"二、 重点术语与概念解析"
"课程记录\图形学\01-引擎架构与开发环境.md"	"67"	"2"	"三、 工程经验与避坑指南"
"课程记录\图形学\01-引擎架构与开发环境.md"	"69"	"3"	"1. Game Jam 与团队协作避坑"
"课程记录\图形学\01-引擎架构与开发环境.md"	"74"	"3"	"2. 外部资产迁移与匹配避坑"
"课程记录\图形学\01-引擎架构与开发环境.md"	"79"	"3"	"3. 图形学环境搭建避坑（强制要求）"
"课程记录\图形学\01-引擎架构与开发环境.md"	"84"	"3"	"4. 面试求职与职业发展避坑"
"课程记录\图形学\02-图形学与渲染基础.md"	"1"	"1"	"图形学与渲染基础入门"
"课程记录\图形学\02-图形学与渲染基础.md"	"3"	"2"	"一、 核心知识点与原理剖析"
"课程记录\图形学\02-图形学与渲染基础.md"	"5"	"3"	"1. 图形处理与图像处理的区别"
"课程记录\图形学\02-图形学与渲染基础.md"	"10"	"3"	"2. 基础数据类型与内存运算"
"课程记录\图形学\02-图形学与渲染基础.md"	"15"	"3"	"3. 图形学底层 API 与 Shader"
"课程记录\图形学\02-图形学与渲染基础.md"	"22"	"3"	"4. 渲染管线与绘制流程"
"课程记录\图形学\02-图形学与渲染基础.md"	"35"	"3"	"5. 基本图元 (Primitives) 与绘制方式"
"课程记录\图形学\02-图形学与渲染基础.md"	"41"	"3"	"6. 图形学核心数学基础"
"课程记录\图形学\02-图形学与渲染基础.md"	"56"	"2"	"二、 重点术语与概念解析"
"课程记录\图形学\02-图形学与渲染基础.md"	"64"	"2"	"三、 工程经验与避坑指南"
"课程记录\图形学\02-图形学与渲染基础.md"	"66"	"3"	"1. 行业与职业发展建议"
"课程记录\图形学\02-图形学与渲染基础.md"	"71"	"3"	"2. 性能优化与开发规范"
"课程记录\图形学\02-图形学与渲染基础.md"	"77"	"3"	"3. 环境配置与调试避坑"
"课程记录\图形学\03-图形API、渲染管线与优化.md"	"1"	"1"	"图形渲染管线、图形API与性能优化核心指南"
"课程记录\图形学\03-图形API、渲染管线与优化.md"	"3"	"2"	"一、 核心知识点与原理剖析"
"课程记录\图形学\03-图形API、渲染管线与优化.md"	"5"	"3"	"1. 游戏开发中的性能优化策略"
"课程记录\图形学\03-图形API、渲染管线与优化.md"	"20"	"3"	"2. CPU与GPU的算力分配与总线优化"
"课程记录\图形学\03-图形API、渲染管线与优化.md"	"31"	"3"	"3. 主流图形API与渲染架构"
"课程记录\图形学\03-图形API、渲染管线与优化.md"	"40"	"3"	"4. GPU图形渲染管线（Rendering Pipeline）四个核心阶段"
"课程记录\图形学\03-图形API、渲染管线与优化.md"	"58"	"2"	"二、 重点术语与概念解析"
"课程记录\图形学\03-图形API、渲染管线与优化.md"	"67"	"2"	"三、 工程经验与避坑指南"
"课程记录\图形学\03-图形API、渲染管线与优化.md"	"83"	"2"	"四、 课后思考与作业"
"课程记录\图形学\04-帧流程与分析工具.md"	"1"	"1"	"渲染管线宏观流程与帧分析工具实践"
"课程记录\图形学\04-帧流程与分析工具.md"	"3"	"2"	"一、 核心知识点与原理剖析"
"课程记录\图形学\04-帧流程与分析工具.md"	"5"	"3"	"1. 渲染管线回顾与裁剪（Clipping）原理"
"课程记录\图形学\04-帧流程与分析工具.md"	"12"	"3"	"2. GPU渲染输出与双缓冲机制（Double Buffering）"
"课程记录\图形学\04-帧流程与分析工具.md"	"17"	"3"	"3. 帧率（FPS）、刷新率与画面撕裂"
"课程记录\图形学\04-帧流程与分析工具.md"	"23"	"3"	"4. Overdraw（重绘）现象与性能优化"
"课程记录\图形学\04-帧流程与分析工具.md"	"27"	"3"	"5. 三维模型数据结构解析（以 .x 文件为例）"
"课程记录\图形学\04-帧流程与分析工具.md"	"35"	"3"	"6. 矩阵变换（Matrix Transformation）"
"课程记录\图形学\04-帧流程与分析工具.md"	"41"	"3"	"7. DirectX API 演进与 Constant Buffer 设计"
